country_iso2,desktop,mobile,other,mobile_ratio,tls13,IPv6,HTTP/3,bw_p50,bot_ratio,mobile_group
BO,48.761487924528296,51.21012941509434,0.028382641509433964,0.5121012942424453,66.19922249056603,36.54344109433963,28.260687339622642,8.708809075471697,0.15184423282867024,Moyen mobile
BQ,52.517917490566035,47.39422384905661,0.08785866037735848,0.47394223848582656,64.44248318867925,2.985199056603774,30.420113547169812,13.88405316981132,0.09341597716887716,Moyen mobile
BR,42.71165266037736,57.26858350943397,0.01976377358490566,0.5726858354127746,61.77580569811321,46.54153020754717,30.917700716981134,20.235946396226417,0.15888830188520356,Fort mobile
BS,45.56558824528302,54.384494754716975,0.04991709433962264,0.54384494702867,61.21942815094339,25.858470943396224,25.206754735849056,20.198374943396225,0.11356895584792094,Moyen mobile
BT,44.1824551509434,55.7578166981132,0.059728094339622645,0.5575781672911666,62.597179547169816,25.78804296226415,31.65300147169811,6.605127433962264,0.16906760584736594,Fort mobile
BV,,,,,,,,,,Fort mobile
BW,24.158046056603776,75.79183473584905,0.050119320754716985,0.7579183464928905,63.26608950943396,4.696184018867925,33.29650718867925,9.98651116981132,0.09722272094242401,Fort mobile
BY,68.19944033962264,31.642733226415096,0.15782630188679245,0.3164273326789096,72.07433618867924,5.6642048490566035,18.609587566037735,15.993325132075473,0.39418839188285054,Faible mobile
BZ,55.48426586792453,44.43719471698113,0.07853941509433962,0.4443719471653676,60.65648062264151,26.780237433962263,23.085872283018865,14.776596,0.21950760169591813,Faible mobile
CA,60.86123983018868,39.112084264150944,0.026676018867924527,0.39112084219481985,67.65428726415094,30.73140909433962,25.17143130188679,30.410980943396225,0.20644782999793548,Faible mobile
CC,38.486098603773584,61.513901396226416,0.0,0.6151390139561127,87.28435541509434,78.5706117735849,0.8984725849056604,,0.6559383469745728,Fort mobile
CD,31.26063883018868,68.73336081132076,0.006000301886792453,0.687333608495391,71.09609130188679,4.540064471698113,17.59877620754717,5.283427641509434,0.1696910750926427,Fort mobile
CF,36.71606605660377,63.28193481132075,0.0019991509433962265,0.6328193479874794,63.684386641509434,6.892963132075471,23.44528273584906,3.7944631132075473,0.27385987905386516,Fort mobile
CG,41.32945754716981,58.64034018867924,0.030202358490566038,0.5864034013277175,62.59285683018868,22.554963603773583,24.843180641509434,4.685711603773585,0.25777414811062976,Fort mobile
CH,62.10926937735849,37.858215037735846,0.03251560377358491,0.37858215030214204,68.36293611320755,27.130489641509435,25.07657769811321,34.33335777358491,0.23488482811085867,Faible mobile
CI,40.521682471698114,59.466429094339624,0.011888490566037737,0.5946642906008471,66.6198700754717,17.60408558490566,23.571149320754717,4.812275264150943,0.1920478224509097,Fort mobile
CK,50.08442232075471,49.77599652830189,0.13958118867924527,0.49775996509020737,63.238881301886785,31.660780924528304,31.58265920754717,7.43208311764706,0.11498144641394452,Moyen mobile
CL,52.44267675471698,47.53280503773585,0.024518207547169813,0.47532805037260517,64.51779194339623,18.226117943396225,29.227235792452827,30.90886666037736,0.14955987622491948,Moyen mobile
CM,31.975313867924527,68.01626673584906,0.008419452830188679,0.6801626669666913,59.22150379245283,3.1149524528301886,31.636982490566037,3.275741301886793,0.15720560716823925,Fort mobile
CN,68.28015632075471,31.719683924528304,0.00015973584905660377,0.3171968393019595,69.45603556603773,30.949989603773584,17.86248437735849,4.67602379245283,0.3891181573545994,Faible mobile
CO,50.921701641509436,49.042032981132074,0.03626543396226415,0.4904203295288201,65.75993541509435,16.838217660377357,28.727162018867926,15.810939547169811,0.13626736509297693,Moyen mobile
CR,48.89271601886792,51.09188594339623,0.015398,0.5109188596216526,66.19791532075472,14.337689226415094,27.86826243396226,10.794748264150943,0.13081620999869184,Moyen mobile
CU,33.55720930188679,66.43642096226415,0.006369792452830188,0.6643642092399427,63.94734113207547,0.12631343396226416,23.643499,3.9889332641509436,0.1912090216962011,Fort mobile
CV,40.530102830188675,59.10710843396227,0.3627887924528302,0.5910710839991433,65.06532705660376,3.363953716981132,28.83571703773585,7.283493283018868,0.1374480028288142,Fort mobile
CW,51.0104568490566,48.81924286792453,0.1703002641509434,0.4881924287664751,63.18225479245283,7.092820207547169,27.871918075471697,10.682037735849057,0.16407829641345353,Moyen mobile
CX,77.25609769811321,15.196732490566038,0.0,0.16437282081454863,82.03642262264151,98.11320754716981,0.0,,0.651484926724129,Faible mobile
CY,55.964003207547165,43.993909528301884,0.04208730188679245,0.4399390951126047,63.66673716981132,16.98075975471698,28.82895883018868,16.035380056603774,0.1530265952814886,Faible mobile
CZ,58.40957273584905,41.52717971698113,0.06324756603773585,0.4152717970873055,65.85414618867925,26.8319489245283,28.71905175471698,23.971021452830186,0.16958973490396448,Faible mobile
DE,68.80096075471698,31.174672962264154,0.02436624528301887,0.31174672973716433,74.29288905660377,34.73405539622642,17.027537622641507,26.53304516981132,0.4555177694294071,Faible mobile
DJ,37.62721171698113,62.32916483018868,0.04362345283018868,0.6232916482956539,63.21801796226415,2.6671270943396226,27.59474158490566,4.9247978490566044,0.26435009603509235,Fort mobile
DK,59.81473381132075,40.10863601886793,0.07663020754716982,0.40108636003331505,63.56024550943397,20.888093150943398,32.103877905660376,33.33625743396227,0.1511974532060352,Faible mobile
DM,47.82670777358491,52.085514509433956,0.08777769811320756,0.5208551451874055,65.05146737735849,30.530707735849056,30.107542924528303,8.385688037735848,0.10340474603670181,Moyen mobile
DO,46.515744886792454,53.46214918867925,0.02210601886792453,0.5346214913770863,66.76907705660376,30.07802124528302,27.38171041509434,10.409626981132076,0.14306743056460702,Moyen mobile
DZ,42.83401118867924,57.148481000000004,0.017507754716981135,0.5714848103177671,60.12780547169811,0.4885428301886792,29.525996962264152,9.546320773584906,0.15957137962104578,Fort mobile
EC,56.062126358490566,43.924418264150944,0.013455433962264151,0.4392441823884882,72.35703032075472,23.09512730188679,21.223039264150945,16.221981716981134,0.19339205735655668,Faible mobile
EE,64.70024181132075,35.25763601886792,0.042122169811320755,0.3525763601851535,63.76707032075472,32.232207018867925,30.005025094339622,29.464162547169813,0.21367392245069347,Faible mobile
EG,43.76528369811321,56.155122358490566,0.07959390566037736,0.5615512237911963,61.06509471698113,4.418201660377359,30.686375320754717,8.103538735849057,0.13841570169672904,Fort mobile
EH,69.33473981132076,19.344505471698113,0.0,0.2181401680826465,69.11207209433962,69.36190309433962,2.5015194339622644,7.41102025,0.37993581488933265,Faible mobile
ER,85.53656401886794,14.463435981132076,0.0,0.14463435980987438,74.06178167924529,57.276043811320754,8.550965452830189,8.510521,0.1728333088661962,Faible mobile
ES,50.04067318867924,49.93267977358491,0.026647113207547167,0.49932679735400537,71.51057967924528,10.898057679245282,23.782139320754716,29.16878813207547,0.1376096616967371,Moyen mobile
ET,41.31249009433962,58.65748658490566,0.03002324528301887,0.5865748662858888,66.77500262264151,0.44225924528301885,23.087521000000002,4.27855141509434,0.21847699886573976,Fort mobile
EU,,,,,,,,,,Fort mobile
FI,76.549317,23.42396316981132,0.026719886792452827,0.23423963156318234,78.31993350943397,32.16694303773585,14.104020320754715,22.901895000000003,0.57428035678671,Faible mobile
FJ,45.48724015094339,54.47563181132075,0.037128075471698115,0.5447563179021916,65.57055290566038,23.13674996226415,30.138808641509435,6.848848433962265,0.09903092698014176,Moyen mobile
FK,46.61889020754717,53.374351245283016,0.006758528301886793,0.5337435125481991,75.19980818867924,21.266345811320758,11.50796803773585,9.183063357142856,0.2526728396201148,Moyen mobile
FM,43.921510245283024,56.07311694339623,0.005372773584905661,0.5607311696399515,59.09226030188679,16.213365056603774,35.63836815094339,6.872141169811321,0.11900175999880998,Fort mobile
FO,54.91362720754717,45.02173201886792,0.06464081132075472,0.45021732001428366,62.23040939622641,3.180618320754717,33.05215745283019,15.54993816981132,0.09338731981038688,Faible mobile
FR,59.98190286792453,39.86716252830188,0.1509347358490566,0.39867162475248463,71.74437005660377,49.8670530754717,22.135041396226413,33.13926564150943,0.31422101792138607,Faible mobile
GA,43.9592238490566,55.94055871698113,0.1002173962264151,0.5594055873753138,68.4615348490566,20.662014509433963,22.847729679245283,4.347664037735849,0.28938826622352115,Fort mobile
GB,53.399854905660376,46.56060850943396,0.039536622641509436,0.46560608491398314,70.48456884905661,30.794659226415096,21.914372264150945,31.101076358490566,0.21000995565827726,Moyen mobile
GD,53.20975958490566,46.73687358490566,0.05336694339622641,0.4673687353152862,70.35090383018867,9.40152520754717,24.607817132075475,8.355509452830189,0.10091262377257579,Moyen mobile
GE,50.83036320754717,49.0635968490566,0.1060399245283019,0.49063596857823244,53.84946405660378,9.48282120754717,36.247154528301884,11.224076566037734,0.09949244037636355,Moyen mobile
GF,40.360493113207546,59.617642018867926,0.021864849056603772,0.5961764202952037,65.28336220754717,22.568057509433963,29.41943558490566,7.517822,0.09354410584812116,Fort mobile
GG,61.08325141509434,38.895129490566035,0.021618962264150943,0.38895129541548007,65.98548552830188,4.775552396226415,25.253128811320757,27.522425528301888,0.24783178075223866,Faible mobile
GH,42.283124981132076,57.68637441509434,0.030500641509433962,0.5768637439274904,69.51778754716982,2.0240597924528303,24.659055792452833,5.317602056603773,0.08712443131988346,Fort mobile
GI,94.15610871698112,5.827758509433962,0.016132792452830187,0.05827758508276107,94.08818511320754,0.17391839622641508,2.8368635471698114,30.373793679245285,0.9069042035758367,Faible mobile
GL,48.91351390566037,51.01093181132075,0.07555428301886792,0.5101093181081064,57.302840641509434,2.3582702264150943,26.783156113207546,6.62105620754717,0.15413725169657183,Moyen mobile
GM,27.580975,72.40700711320756,0.012017924528301888,0.7240700708516008,77.6716260754717,0.44028333962264155,13.850508132075472,7.484394452830189,0.18023300207366938,Fort mobile
GN,33.185402679245286,66.80765416981133,0.006943245283018868,0.6680765410611715,72.08238467924528,0.5788274150943395,15.679026320754716,3.7628028679245284,0.21552933377142958,Fort mobile
GP,40.156222207547174,59.79308739622642,0.050690377358490565,0.597930874069102,65.90102450943397,11.620461150943397,30.201307566037734,10.081560679245284,0.07317825396153237,Fort mobile
GQ,52.21753133962264,47.7649018490566,0.017566735849056603,0.47764901884627936,70.33631435849057,0.32214773584905665,13.002180849056604,3.6139350188679247,0.47425173074997445,Moyen mobile
GR,45.392225132075474,54.55049867924528,0.057276188679245284,0.5455049867869978,58.21144439622641,47.27931415094339,37.026360641509434,17.140152811320753,0.10481140867819716,Moyen mobile
GS,72.25427798113208,16.42496730188679,0.0,0.18521771638089007,73.26444673584905,81.55248837735849,0.6316589433962264,,0.40324985020821863,Faible mobile
GT,41.775384169811325,58.19190628301887,0.03270937735849057,0.581919063812534,72.9954419245283,46.82447839622641,22.40587405660377,9.66938579245283,0.11040746377248084,Fort mobile
GU,52.24344481132076,47.698686433962266,0.05786877358490566,0.47698686424485526,59.72210998113207,5.490663528301887,35.4375841509434,9.697261528301889,0.0848509662255666,Moyen mobile
GW,31.86297673584906,68.12589437735849,0.011128905660377358,0.6812589436382329,72.75533850943395,1.742326924528302,12.61561037735849,4.853688283018868,0.3179446213175753,Fort mobile
GY,41.647331566037735,58.25936288679245,0.09330558490566038,0.582593628642252,69.25003254716981,24.855176679245282,25.210876226415092,6.807860584905661,0.12526960358365294,Fort mobile
HK,77.4389426226415,22.553764358490564,0.007292981132075472,0.2255376436677588,80.38838335849057,3.68019741509434,9.670954113207546,54.029077716981135,0.5582991360321529,Faible mobile
HM,,,,,,,,,,Fort mobile
HN,42.49077473584906,57.44206435849057,0.067161,0.5744206430372552,69.76707639622641,16.025882566037733,24.21819850943396,10.807038471698114,0.15479699565882937,Fort mobile
HR,44.096362509433966,55.875270698113205,0.028366792452830192,0.5587527069755445,61.99672650943396,4.850204113207547,28.577152226415095,18.52410345283019,0.13645431396089958,Fort mobile
HT,34.144443943396226,65.8478592264151,0.007696735849056603,0.6584785928787724,66.67346556603773,8.990924886792452,19.51472903773585,6.406976924528301,0.21114982433751112,Fort mobile
HU,55.97659066037736,43.97889198113208,0.04451735849056604,0.4397889198069229,68.96418356603773,45.00262073584906,26.86510113207547,27.284644981132075,0.16145517490404585,Faible mobile
ID,39.12394713207547,60.86381743396226,0.01223543396226415,0.6086381743335363,67.81029490566038,16.216915981132075,25.33386275471698,11.972372679245282,0.1860473724509697,Fort mobile
IE,83.22468577358491,16.76839254716981,0.006921641509433962,0.1676839255332982,70.31196471698114,10.22917720754717,8.191444226415095,30.72809213207547,0.7005597326345039,Faible mobile
IL,69.35379150943396,30.62188326415094,0.024325283018867924,0.30621883246511583,69.60835388679246,39.18258041509434,23.111021867924528,31.78082137735849,0.3221078282986657,Faible mobile
IM,76.1261059245283,23.858496811320755,0.015397169811320756,0.23858496833590187,49.9317788490566,8.56134658490566,13.558752698113206,24.0961310754717,0.5425645126360839,Faible mobile
IN,40.249258773584906,59.729569905660384,0.021171301886792455,0.5972956991633281,66.8315946226415,64.84600326415095,27.011551094339623,10.425757283018866,0.14924237867775286,Fort mobile
IO,35.44295845283019,32.481569849056605,0.0,0.47820088943740424,49.99618690566037,32.99840650943396,14.607459943396227,,0.14252381499790173,Moyen mobile
IQ,44.2594570754717,55.725088471698115,0.015454377358490565,0.5572508851319753,70.74486986792452,2.4724056603773583,22.88748149056604,7.126531886792453,0.18745516754529526,Fort mobile
IR,88.82163747169811,11.177335094339623,0.0010275283018867925,0.11177335083683193,92.70663039622642,3.1035104339622643,2.834406754716981,5.735299226415095,0.765234061124423,Faible mobile
IS,62.33965773584905,37.59004064150943,0.0703017358490566,0.3759004059857877,65.7418626226415,11.893344226415095,28.53366083018868,18.727698150943397,0.18963529905470738,Faible mobile
IT,47.25209401886792,52.71961871698113,0.02828732075471698,0.5271961868661265,64.80867722641509,15.215552150943395,29.40237403773585,20.079818849056604,0.14468464792308144,Moyen mobile
JE,52.618059528301885,47.323659962264145,0.05828047169811321,0.47323659979648897,62.94515266037736,3.7972602641509434,29.205881924528303,33.208672188679245,0.11050360754606478,Moyen mobile
JM,42.92708813207547,56.99804749056604,0.07486435849056604,0.569980475007504,71.7687908490566,17.06327262264151,22.910432811320753,10.948849698113207,0.11664893264034293,Fort mobile
JO,50.12759345283018,49.817122000000005,0.05528454716981132,0.49817121999501834,59.5459061509434,17.53727637735849,32.35062183018868,8.942672849056603,0.17641186377182075,Moyen mobile
JP,41.803587339622645,58.196268641509434,0.00014403773584905662,0.5819626862994705,72.61586620754717,41.32418045283019,22.486143018867924,33.54051069811321,0.17428968867750239,Fort mobile
KE,46.8826961509434,53.069148471698114,0.048155320754716985,0.5306914850120655,67.9700393018868,7.062548471698113,25.666538056603773,6.606334735849057,0.153985846036196,Moyen mobile
KG,47.33170837735849,52.657274716981135,0.011016849056603774,0.5265727474626056,55.518559792452834,4.458636094339623,33.925281226415095,5.609341433962264,0.161468172073857,Moyen mobile
KH,72.01765039622641,27.971314641509434,0.011034962264150943,0.2797131464122972,61.460997584905655,0.6690685660377358,32.62444801886792,11.87584571698113,0.1460283269796718,Faible mobile
KI,51.06215524528302,48.93784475471698,0.0,0.48937844754227594,64.92990726415094,49.012942679245285,25.06563375471698,5.797534056603773,0.22045344622421054,Moyen mobile
KM,35.871542773584906,64.1247481509434,0.00370911320754717,0.6412474812610413,62.40060669811321,0.5326283962264151,24.989515150943397,4.407952962264151,0.28176475207265406,Fort mobile
KN,46.1290277735849,53.760863943396224,0.11010832075471698,0.537608639225715,65.27766452830188,2.6700095283018865,28.155279226415093,11.29462986792453,0.32542041395900995,Moyen mobile
KP,81.31821188679245,18.681788113207546,0.0,0.18681788113020728,90.62121773584906,73.33846249056604,5.376895886792453,2.1527365,0.7174199681060334,Faible mobile
KR,54.44471249056604,45.547002452830185,0.008285056603773586,0.45547002452374713,67.38222950943396,18.765932981132075,27.595226622641512,55.302547264150945,0.21270002414881642,Faible mobile
KW,42.22381162264151,57.760564396226414,0.015623905660377359,0.5776056443924169,65.35399852830189,23.92874745283019,28.296085773584906,8.27623041509434,0.0853292369802788,Fort mobile
KY,54.42281096226415,45.47565813207547,0.10153092452830188,0.454756581230404,63.71239784905661,3.1072643773584905,29.57700833962264,17.961778226415095,0.09615798056507616,Faible mobile
KZ,48.50033483018868,51.41667752830189,0.08298775471698112,0.5141667746958016,59.39216775471698,20.89431803773585,33.36038371698113,6.550708339622641,0.1443660132061035,Moyen mobile
LA,38.70390583018868,61.27246639622642,0.023627849056603773,0.6127246634937031,54.534364396226415,0.6615340377358491,40.35192273584906,9.527223075471698,0.0999518930178684,Fort mobile
LB,43.11632247169811,56.85838671698113,0.025290867924528303,0.5685838668422856,63.96082928301887,0.9630360943396227,30.80919116981132,6.163872433962265,0.14107344830047605,Fort mobile
LC,45.299616981132075,54.595664849056604,0.10471824528301887,0.5459566480730637,64.53775266037736,19.33966637735849,30.01068056603774,7.209886226415094,0.09482567358395741,Moyen mobile
LI,71.19590854716981,28.78450669811321,0.019584754716981134,0.2878450669782536,67.8544859245283,19.92106490566038,25.022637754716982,41.80324247169811,0.22263345131852838,Faible mobile
LK,49.30314656603774,50.67295066037736,0.02390277358490566,0.5067295065987062,55.88709760377358,47.20012516981132,39.16707428301887,6.307015150943395,0.09738854188581855,Moyen mobile
LR,32.77034071698113,67.22445843396227,0.0052006792452830184,0.6722445854744475,71.56411750943396,3.7020419433962264,19.06595016981132,3.66653541509434,0.142046941130655,Fort mobile
LS,37.64940962264151,62.30089350943396,0.04969683018867925,0.6230089353232072,55.481151830188686,0.6218856226415095,36.81134339622641,9.220262452830188,0.10612629886686326,Fort mobile
LT,61.47671366037736,38.45802679245283,0.06525950943396226,0.38458026806580714,68.66586652830189,17.202435056603775,23.765195603773584,23.647347679245282,0.2805213105632325,Faible mobile
LU,60.98833349056604,38.989515773584905,0.022150792452830186,0.3898951575112547,72.38169228301886,20.66102413207547,19.490848094339622,35.83344635849057,0.3692376935812133,Faible mobile
LV,65.29159069811321,34.642870528301884,0.06553866037735849,0.346428705671738,67.61246790566038,18.213154226415096,26.247772735849058,19.10362662264151,0.22918819509204774,Faible mobile
LY,44.825829245283025,55.16596618867925,0.00820445283018868,0.5516596625057962,69.55677241509434,1.118406924528302,22.3484460754717,6.407686396226414,0.21247170603561114,Moyen mobile
MA,52.69103988679245,47.192616660377354,0.11634337735849057,0.471926166955225,76.89635505660377,1.041767358490566,17.169384056603775,11.785316981132075,0.17800551301708786,Moyen mobile
MC,67.2728491509434,32.72263375471698,0.004516981132075472,0.32722633791434247,68.88101133962265,3.6212765471698116,26.977580094339622,45.93765371698113,0.16971739131905753,Faible mobile
MD,57.758524679245276,42.108221169811316,0.13325418867924527,0.4210822115350034,58.941818358490565,10.967527603773584,33.88078930188679,21.890142773584905,0.201763965092322,Faible mobile
ME,40.915844566037734,59.056282245283015,0.027873283018867927,0.5905628218897898,64.92366247169811,0.7617551886792453,30.52934037735849,17.231538547169812,0.11635951622525148,Fort mobile
MF,48.62855109433962,51.26630513207547,0.10514375471698115,0.5126630514123569,65.13937541509434,42.76460586792453,30.667001698113204,11.306043461538462,0.07614580207471024,Moyen mobile
MG,58.08282713207547,41.91168250943396,0.005490358490566037,0.4191168250901484,60.70197856603773,6.748055018867924,28.90416224528302,6.456351169811321,0.09805596792354773,Faible mobile
MH,48.9966022264151,51.00103067924528,0.002367094339622642,0.5100103067873527,60.207970622641504,19.629105226415092,33.389512396226415,4.668081754716981,0.14095431282877913,Moyen mobile
MK,49.83184669811321,50.11173920754717,0.056414056603773584,0.5011173922595614,56.379193830188676,0.7887924150943396,37.55787686792453,17.786988641509435,0.13656617056467207,Moyen mobile
ML,28.05526156603774,71.92979754716981,0.01494088679245283,0.719297975464505,68.63529696226415,9.169845169811321,18.106824169811322,4.46389520754717,0.2471201896201703,Fort mobile
MM,46.669278000000006,53.3276710754717,0.003050981132075472,0.5332767104475294,72.36231047169811,9.956776773584906,15.11704716981132,9.470098886792453,0.29313491961971017,Moyen mobile
MN,50.662001622641505,49.18762637735849,0.15037190566037736,0.49187626423270037,56.39362179245283,36.39778594339622,38.5039831509434,9.327585188679246,0.11753377792335297,Moyen mobile
MO,51.72545694339623,48.25048254716982,0.024060471698113206,0.48250482564895036,59.21068152830189,38.33577252830189,33.58080503773585,56.4685951509434,0.16658813962097563,Moyen mobile
MP,61.892875113207545,38.08096324528302,0.026161679245283016,0.3808096323053204,63.09224633962264,43.90236573584906,31.749259943396225,9.0523262,0.10505067584800609,Faible mobile
MQ,43.05003216981132,56.889700490566035,0.060267301886792454,0.5688970051146495,62.934295094339625,7.837385433962265,32.84963988679245,10.012320905660378,0.07791845509356043,Fort mobile
MR,47.153441169811316,52.819615754716985,0.02694318867924528,0.5281961569439301,66.95961333962265,1.4312757924528303,24.903160867924527,6.565362924528301,0.22482535094114794,Moyen mobile
MS,70.20510135849057,29.706862301886794,0.08803637735849057,0.2970686229037959,77.79412643396226,34.496389056603775,15.976178,9.63986742857143,0.1437336450929023,Faible mobile
MT,64.82843466037735,35.15548139622641,0.016084037735849058,0.3515548136270931,66.04543716981132,1.1727162641509434,25.37605288679245,15.171376811320755,0.2057988211300175,Faible mobile
MU,48.576441792452826,51.23327616981132,0.19028201886792454,0.5123327617896565,57.07551405660378,1.6342337169811318,35.939991886792455,9.292395490566038,0.130500979243978,Moyen mobile
MV,42.7810920754717,57.20522135849057,0.013686471698113208,0.5720522141188571,64.52074494339622,15.05404916981132,30.45233079245283,8.644601094339622,0.09275086075378947,Fort mobile
MW,27.377345981132073,72.6040766226415,0.01857743396226415,0.726040765945177,61.86364930188679,1.9580435849056603,27.711339264150944,4.595703245283019,0.11475029565922985,Fort mobile
MX,38.69583679245283,61.29030711320755,0.013856188679245282,0.612903070547736,73.54633945283018,44.21349460377359,22.611006509433963,15.967526283018868,0.09067194622550837,Fort mobile
MY,47.59251779245283,52.375511905660375,0.03197022641509434,0.523755119446653,65.1740331509434,56.43054509433962,27.696158226415093,20.56182494339623,0.17941424641330017,Moyen mobile
MZ,29.804759,70.16814918867925,0.02709175471698113,0.7016814922769539,64.87454401886792,3.5232511698113207,25.486766113207548,5.419501698113208,0.20309049641306345,Fort mobile
NC,55.32296211320755,44.56562990566037,0.11140800000000001,0.4456562989680611,59.653092849056605,9.908026094339624,34.46602916981132,16.738212094339623,0.10853297282910333,Faible mobile
NE,44.31725167924528,55.679775226415096,0.002973132075471698,0.5567977520484706,61.936935207547165,13.070186396226415,14.995909754716982,3.5933796792452832,0.3195622505628421,Fort mobile
NF,54.54782724528302,45.44045354716982,0.01171920754716981,0.4544045354671541,62.25430183018868,43.44847626415094,23.87846196226415,2.8089908,0.22559208603547992,Faible mobile
NG,33.093497698113204,66.90188801886792,0.00461422641509434,0.6690188805606789,76.1102399245283,4.648260981132076,16.397907981132075,4.201300735849056,0.21813812339404498,Fort mobile
NI,35.576612264150945,64.40103581132075,0.022351924528301887,0.6440103581067673,69.92477879245283,35.84645566037736,25.898884566037733,8.040667905660378,0.09955893603674025,Fort mobile
